Local time,Open,High,Low,Close
02.03.2022 05:00:00.000 GMT+0700,1944.317,1947.788,1913.738,1928.218
03.03.2022 05:00:00.000 GMT+0700,1928.938,1941.203,1921.906,1935.438
04.03.2022 05:00:00.000 GMT+0700,1935.438,1970.648,1929.498,1969.848
05.03.2022 05:00:00.000 GMT+0700,1969.848,1969.848,1969.848,1969.848
06.03.2022 05:00:00.000 GMT+0700,1969.848,1969.848,1969.848,1969.848
07.03.2022 05:00:00.000 GMT+0700,1974.472,2002.518,1960.878,1997.788
08.03.2022 05:00:00.000 GMT+0700,1996.808,2070.358,1980.938,2050.168
09.03.2022 05:00:00.000 GMT+0700,2049.662,2059.068,1976.008,1991.088
10.03.2022 05:00:00.000 GMT+0700,1989.828,2009.062,1970.508,1996.548
11.03.2022 05:00:00.000 GMT+0700,1994.938,1998.818,1958.438,1988.248
12.03.2022 05:00:00.000 GMT+0700,1988.248,1988.248,1988.248,1988.248
13.03.2022 05:00:00.000 GMT+0700,1988.248,1988.248,1988.248,1988.248
14.03.2022 04:00:00.000 GMT+0700,1984.742,1990.308,1949.628,1950.458
15.03.2022 04:00:00.000 GMT+0700,1951.338,1954.458,1906.948,1917.828
16.03.2022 04:00:00.000 GMT+0700,1917.243,1929.328,1894.948,1927.278
17.03.2022 04:00:00.000 GMT+0700,1925.873,1949.748,1923.058,1942.578
18.03.2022 04:00:00.000 GMT+0700,1942.793,1945.203,1917.798,1921.198
19.03.2022 04:00:00.000 GMT+0700,1921.198,1921.198,1921.198,1921.198
20.03.2022 04:00:00.000 GMT+0700,1921.198,1921.198,1921.198,1921.198
21.03.2022 04:00:00.000 GMT+0700,1921.358,1941.168,1917.858,1935.478
22.03.2022 04:00:00.000 GMT+0700,1935.428,1938.268,1910.508,1921.288
23.03.2022 04:00:00.000 GMT+0700,1921.148,1948.293,1915.453,1943.478
24.03.2022 04:00:00.000 GMT+0700,1942.893,1966.083,1937.278,1957.668
25.03.2022 04:00:00.000 GMT+0700,1956.927,1964.153,1942.998,1957.688
26.03.2022 04:00:00.000 GMT+0700,1957.688,1957.688,1957.688,1957.688
27.03.2022 04:00:00.000 GMT+0700,1957.688,1957.688,1957.688,1957.688
28.03.2022 04:00:00.000 GMT+0700,1956.968,1959.053,1916.838,1922.438
29.03.2022 04:00:00.000 GMT+0700,1922.203,1929.168,1889.998,1919.048
30.03.2022 04:00:00.000 GMT+0700,1918.668,1938.428,1915.788,1932.468
31.03.2022 04:00:00.000 GMT+0700,1932.268,1949.723,1918.988,1936.788
01.04.2022 04:00:00.000 GMT+0700,1936.153,1939.358,1917.908,1924.778
02.04.2022 04:00:00.000 GMT+0700,1924.778,1924.778,1924.778,1924.778
03.04.2022 04:00:00.000 GMT+0700,1924.778,1924.778,1924.778,1924.778
04.04.2022 04:00:00.000 GMT+0700,1923.788,1936.878,1915.328,1932.668
05.04.2022 04:00:00.000 GMT+0700,1931.878,1944.463,1917.838,1923.448
06.04.2022 04:00:00.000 GMT+0700,1924.128,1933.348,1915.038,1924.968
07.04.2022 04:00:00.000 GMT+0700,1923.978,1937.708,1920.378,1931.528
08.04.2022 04:00:00.000 GMT+0700,1931.358,1948.088,1927.548,1947.138
09.04.2022 04:00:00.000 GMT+0700,1947.138,1947.138,1947.138,1947.138
10.04.2022 04:00:00.000 GMT+0700,1947.138,1947.138,1947.138,1947.138
11.04.2022 04:00:00.000 GMT+0700,1946.138,1969.558,1939.882,1953.248
12.04.2022 04:00:00.000 GMT+0700,1953.132,1978.508,1949.518,1966.478
13.04.2022 04:00:00.000 GMT+0700,1966.218,1981.482,1962.718,1977.518
14.04.2022 04:00:00.000 GMT+0700,1977.068,1980.248,1960.412,1973.218
15.04.2022 04:00:00.000 GMT+0700,1973.218,1973.218,1973.218,1973.218
16.04.2022 04:00:00.000 GMT+0700,1973.218,1973.218,1973.218,1973.218
17.04.2022 04:00:00.000 GMT+0700,1973.218,1973.218,1973.218,1973.218
18.04.2022 04:00:00.000 GMT+0700,1974.038,1998.268,1970.838,1978.658
19.04.2022 04:00:00.000 GMT+0700,1978.458,1981.848,1943.588,1949.828
20.04.2022 04:00:00.000 GMT+0700,1949.348,1958.208,1939.16,1957.438
21.04.2022 04:00:00.000 GMT+0700,1957.548,1957.548,1936.632,1951.258
22.04.2022 04:00:00.000 GMT+0700,1951.038,1955.482,1926.458,1930.708
23.04.2022 04:00:00.000 GMT+0700,1930.708,1930.708,1930.708,1930.708
24.04.2022 04:00:00.000 GMT+0700,1930.708,1930.708,1930.708,1930.708
25.04.2022 04:00:00.000 GMT+0700,1930.523,1934.328,1891.373,1897.548
26.04.2022 04:00:00.000 GMT+0700,1898.128,1911.108,1895.608,1905.018
27.04.2022 04:00:00.000 GMT+0700,1905.068,1906.898,1881.248,1885.748
28.04.2022 04:00:00.000 GMT+0700,1885.213,1896.608,1871.938,1894.228
29.04.2022 04:00:00.000 GMT+0700,1894.138,1919.838,1892.468,1895.748
30.04.2022 04:00:00.000 GMT+0700,1895.748,1895.748,1895.748,1895.748
01.05.2022 04:00:00.000 GMT+0700,1895.748,1895.748,1895.748,1895.748
02.05.2022 04:00:00.000 GMT+0700,1895.635,1899.788,1854.468,1862.638
03.05.2022 04:00:00.000 GMT+0700,1862.333,1877.998,1850.308,1867.848
04.05.2022 04:00:00.000 GMT+0700,1867.838,1889.663,1861.298,1880.568
05.05.2022 04:00:00.000 GMT+0700,1881.298,1909.633,1872.358,1876.788
06.05.2022 04:00:00.000 GMT+0700,1876.028,1892.373,1866.001,1883.148
07.05.2022 04:00:00.000 GMT+0700,1883.148,1883.148,1883.148,1883.148
08.05.2022 04:00:00.000 GMT+0700,1883.148,1883.148,1883.148,1883.148
09.05.2022 04:00:00.000 GMT+0700,1883.068,1885.558,1851.558,1853.738
10.05.2022 04:00:00.000 GMT+0700,1853.948,1865.278,1835.388,1837.958
11.05.2022 04:00:00.000 GMT+0700,1837.663,1858.018,1831.838,1852.088
12.05.2022 04:00:00.000 GMT+0700,1852.023,1858.708,1821.218,1821.558
13.05.2022 04:00:00.000 GMT+0700,1822.618,1828.678,1798.968,1810.678
14.05.2022 04:00:00.000 GMT+0700,1810.678,1810.678,1810.678,1810.678
15.05.2022 04:00:00.000 GMT+0700,1810.678,1810.678,1810.678,1810.678
16.05.2022 04:00:00.000 GMT+0700,1809.648,1826.834,1786.638,1823.858
17.05.2022 04:00:00.000 GMT+0700,1824.698,1835.998,1812.778,1814.878
18.05.2022 04:00:00.000 GMT+0700,1814.138,1824.614,1807.228,1816.238
19.05.2022 04:00:00.000 GMT+0700,1815.938,1849.053,1810.798,1841.698
20.05.2022 04:00:00.000 GMT+0700,1840.338,1849.304,1832.178,1845.738
21.05.2022 04:00:00.000 GMT+0700,1845.738,1845.738,1845.738,1845.738
22.05.2022 04:00:00.000 GMT+0700,1845.738,1845.738,1845.738,1845.738
23.05.2022 04:00:00.000 GMT+0700,1844.686,1865.334,1843.353,1853.248
24.05.2022 04:00:00.000 GMT+0700,1853.168,1869.573,1849.208,1866.278
25.05.2022 04:00:00.000 GMT+0700,1866.258,1867.878,1842.138,1853.218
26.05.2022 04:00:00.000 GMT+0700,1852.508,1854.218,1840.798,1850.378
27.05.2022 04:00:00.000 GMT+0700,1850.328,1861.838,1847.828,1852.838
28.05.2022 04:00:00.000 GMT+0700,1852.838,1852.838,1852.838,1852.838
29.05.2022 04:00:00.000 GMT+0700,1852.838,1852.838,1852.838,1852.838
30.05.2022 04:00:00.000 GMT+0700,1852.538,1863.883,1848.008,1855.753
31.05.2022 04:00:00.000 GMT+0700,1855.938,1857.018,1834.858,1837.048
01.06.2022 04:00:00.000 GMT+0700,1836.138,1849.894,1828.358,1846.208
02.06.2022 04:00:00.000 GMT+0700,1846.138,1870.338,1843.908,1868.378
03.06.2022 04:00:00.000 GMT+0700,1867.828,1873.963,1847.273,1850.338
04.06.2022 04:00:00.000 GMT+0700,1850.338,1850.338,1850.338,1850.338
05.06.2022 04:00:00.000 GMT+0700,1850.338,1850.338,1850.338,1850.338
06.06.2022 04:00:00.000 GMT+0700,1850.618,1857.748,1840.578,1841.078
07.06.2022 04:00:00.000 GMT+0700,1840.476,1855.458,1836.923,1852.118
08.06.2022 04:00:00.000 GMT+0700,1851.518,1859.573,1844.478,1853.088
09.06.2022 04:00:00.000 GMT+0700,1852.078,1855.268,1839.91,1847.788
10.06.2022 04:00:00.000 GMT+0700,1847.338,1875.868,1824.948,1871.038
11.06.2022 04:00:00.000 GMT+0700,1871.038,1871.038,1871.038,1871.038
12.06.2022 04:00:00.000 GMT+0700,1871.038,1871.038,1871.038,1871.038
13.06.2022 04:00:00.000 GMT+0700,1874.938,1878.763,1817.898,1818.838
14.06.2022 04:00:00.000 GMT+0700,1819.318,1831.538,1804.963,1808.148
15.06.2022 04:00:00.000 GMT+0700,1807.438,1841.838,1807.248,1833.508
16.06.2022 04:00:00.000 GMT+0700,1832.246,1857.418,1814.718,1857.208
17.06.2022 04:00:00.000 GMT+0700,1856.663,1857.238,1833.714,1838.778
18.06.2022 04:00:00.000 GMT+0700,1838.778,1838.778,1838.778,1838.778
19.06.2022 04:00:00.000 GMT+0700,1838.778,1838.778,1838.778,1838.778
20.06.2022 04:00:00.000 GMT+0700,1837.448,1845.998,1834.493,1837.718
21.06.2022 04:00:00.000 GMT+0700,1837.963,1843.518,1828.424,1832.718
22.06.2022 04:00:00.000 GMT+0700,1832.618,1847.778,1823.288,1837.588
23.06.2022 04:00:00.000 GMT+0700,1837.791,1846.238,1822.388,1822.548
24.06.2022 04:00:00.000 GMT+0700,1822.408,1831.686,1816.898,1825.858
25.06.2022 04:00:00.000 GMT+0700,1825.858,1825.858,1825.858,1825.858
26.06.2022 04:00:00.000 GMT+0700,1825.858,1825.858,1825.858,1825.858
27.06.2022 04:00:00.000 GMT+0700,1837.376,1840.948,1820.678,1822.618
28.06.2022 04:00:00.000 GMT+0700,1822.348,1829.412,1818.268,1819.708
29.06.2022 04:00:00.000 GMT+0700,1819.098,1832.958,1811.978,1817.448
30.06.2022 04:00:00.000 GMT+0700,1817.198,1825.008,1802.618,1807.098
01.07.2022 04:00:00.000 GMT+0700,1806.608,1811.698,1784.397,1810.598
02.07.2022 04:00:00.000 GMT+0700,1810.598,1810.598,1810.598,1810.598
03.07.2022 04:00:00.000 GMT+0700,1810.598,1810.598,1810.598,1810.598
04.07.2022 04:00:00.000 GMT+0700,1812.078,1814.198,1803.836,1807.474
05.07.2022 04:00:00.000 GMT+0700,1807.176,1812.058,1763.748,1764.578
06.07.2022 04:00:00.000 GMT+0700,1763.984,1772.784,1732.128,1738.608
07.07.2022 04:00:00.000 GMT+0700,1738.438,1749.014,1736.358,1739.968
08.07.2022 04:00:00.000 GMT+0700,1739.858,1752.387,1732.919,1741.838
09.07.2022 04:00:00.000 GMT+0700,1741.838,1741.838,1741.838,1741.838
10.07.2022 04:00:00.000 GMT+0700,1741.838,1741.838,1741.838,1741.838
11.07.2022 04:00:00.000 GMT+0700,1742.848,1744.528,1731.128,1733.808
12.07.2022 04:00:00.000 GMT+0700,1733.348,1744.098,1723.048,1725.928
13.07.2022 04:00:00.000 GMT+0700,1725.628,1745.284,1706.948,1735.278
14.07.2022 04:00:00.000 GMT+0700,1735.068,1736.2,1697.438,1709.638
15.07.2022 04:00:00.000 GMT+0700,1709.808,1716.518,1698.948,1707.798
16.07.2022 04:00:00.000 GMT+0700,1707.798,1707.798,1707.798,1707.798
17.07.2022 04:00:00.000 GMT+0700,1707.798,1707.798,1707.798,1707.798
18.07.2022 04:00:00.000 GMT+0700,1707.238,1723.798,1705.758,1709.038
19.07.2022 04:00:00.000 GMT+0700,1708.988,1718.321,1705.224,1711.518
20.07.2022 04:00:00.000 GMT+0700,1711.358,1714.411,1692.338,1696.328
21.07.2022 04:00:00.000 GMT+0700,1696.478,1720.238,1680.748,1718.398
22.07.2022 04:00:00.000 GMT+0700,1717.994,1739.253,1712.724,1726.618
23.07.2022 04:00:00.000 GMT+0700,1726.618,1726.618,1726.618,1726.618
24.07.2022 04:00:00.000 GMT+0700,1726.618,1726.618,1726.618,1726.618
25.07.2022 04:00:00.000 GMT+0700,1728.148,1736.174,1714.653,1719.555
26.07.2022 04:00:00.000 GMT+0700,1718.898,1728.074,1713.534,1717.178
27.07.2022 04:00:00.000 GMT+0700,1716.358,1740.138,1711.315,1733.798
28.07.2022 04:00:00.000 GMT+0700,1734.048,1757.004,1733.538,1755.588
29.07.2022 04:00:00.000 GMT+0700,1754.981,1767.784,1751.928,1765.698
30.07.2022 04:00:00.000 GMT+0700,1765.698,1765.698,1765.698,1765.698
31.07.2022 04:00:00.000 GMT+0700,1765.698,1765.698,1765.698,1765.698
01.08.2022 04:00:00.000 GMT+0700,1764.809,1775.314,1758.208,1771.968
02.08.2022 04:00:00.000 GMT+0700,1771.438,1787.928,1759.818,1759.928
03.08.2022 04:00:00.000 GMT+0700,1760.598,1772.662,1754.198,1765.018
04.08.2022 04:00:00.000 GMT+0700,1765.468,1794.898,1763.174,1790.978
05.08.2022 04:00:00.000 GMT+0700,1790.618,1794.764,1764.907,1774.718
06.08.2022 04:00:00.000 GMT+0700,1774.718,1774.718,1774.718,1774.718
07.08.2022 04:00:00.000 GMT+0700,1774.718,1774.718,1774.718,1774.718
08.08.2022 04:00:00.000 GMT+0700,1773.748,1789.924,1770.565,1788.758
09.08.2022 04:00:00.000 GMT+0700,1788.118,1800.364,1783.038,1794.018
10.08.2022 04:00:00.000 GMT+0700,1793.988,1807.768,1787.478,1792.178
11.08.2022 04:00:00.000 GMT+0700,1791.564,1799.149,1783.378,1789.518
12.08.2022 04:00:00.000 GMT+0700,1789.168,1802.548,1784.798,1801.778
13.08.2022 04:00:00.000 GMT+0700,1801.778,1801.778,1801.778,1801.778
14.08.2022 04:00:00.000 GMT+0700,1801.778,1801.778,1801.778,1801.778
15.08.2022 04:00:00.000 GMT+0700,1802.308,1802.308,1772.818,1779.488
16.08.2022 04:00:00.000 GMT+0700,1778.864,1783.038,1771.368,1775.698
17.08.2022 04:00:00.000 GMT+0700,1775.598,1782.194,1759.714,1761.468
18.08.2022 04:00:00.000 GMT+0700,1761.01,1772.294,1755.218,1758.428
19.08.2022 04:00:00.000 GMT+0700,1758.244,1759.248,1745.438,1746.498
20.08.2022 04:00:00.000 GMT+0700,1746.498,1746.498,1746.498,1746.498
21.08.2022 04:00:00.000 GMT+0700,1746.498,1746.498,1746.498,1746.498
22.08.2022 04:00:00.000 GMT+0700,1746.298,1748.958,1727.668,1735.968
23.08.2022 04:00:00.000 GMT+0700,1735.834,1753.974,1730.688,1747.898
24.08.2022 04:00:00.000 GMT+0700,1747.394,1755.798,1742.355,1750.828
25.08.2022 04:00:00.000 GMT+0700,1750.514,1765.368,1749.828,1758.488
26.08.2022 04:00:00.000 GMT+0700,1758.478,1758.768,1734.058,1737.338
27.08.2022 04:00:00.000 GMT+0700,1737.338,1737.338,1737.338,1737.338
28.08.2022 04:00:00.000 GMT+0700,1737.338,1737.338,1737.338,1737.338
29.08.2022 04:00:00.000 GMT+0700,1736.068,1745.418,1720.208,1736.838
30.08.2022 04:00:00.000 GMT+0700,1736.908,1740.334,1721.098,1723.808
31.08.2022 04:00:00.000 GMT+0700,1723.614,1726.428,1709.514,1710.798
01.09.2022 04:00:00.000 GMT+0700,1711.268,1711.314,1688.668,1697.298
02.09.2022 04:00:00.000 GMT+0700,1696.608,1717.878,1694.868,1711.278
03.09.2022 04:00:00.000 GMT+0700,1711.278,1711.278,1711.278,1711.278
04.09.2022 04:00:00.000 GMT+0700,1711.278,1711.278,1711.278,1711.278
05.09.2022 04:00:00.000 GMT+0700,1712.598,1715.668,1707.574,1710.448
06.09.2022 04:00:00.000 GMT+0700,1709.418,1726.566,1699.708,1701.928
07.09.2022 04:00:00.000 GMT+0700,1701.868,1719.318,1691.218,1717.998
08.09.2022 04:00:00.000 GMT+0700,1717.798,1728.095,1703.878,1708.208
09.09.2022 04:00:00.000 GMT+0700,1708.368,1729.344,1708.234,1715.938
10.09.2022 04:00:00.000 GMT+0700,1715.938,1715.938,1715.938,1715.938
11.09.2022 04:00:00.000 GMT+0700,1715.938,1715.938,1715.938,1715.938
12.09.2022 04:00:00.000 GMT+0700,1717.058,1735.035,1711.808,1724.378
13.09.2022 04:00:00.000 GMT+0700,1724.558,1731.71,1696.934,1701.878
14.09.2022 04:00:00.000 GMT+0700,1701.428,1707.014,1693.518,1697.168
15.09.2022 04:00:00.000 GMT+0700,1696.794,1698.124,1660.24,1664.938
16.09.2022 04:00:00.000 GMT+0700,1664.708,1680.245,1654.048,1673.898
17.09.2022 04:00:00.000 GMT+0700,1673.898,1673.898,1673.898,1673.898
18.09.2022 04:00:00.000 GMT+0700,1673.898,1673.898,1673.898,1673.898
19.09.2022 04:00:00.000 GMT+0700,1675.958,1679.865,1659.583,1675.618
20.09.2022 04:00:00.000 GMT+0700,1675.225,1679.288,1659.875,1664.698
21.09.2022 04:00:00.000 GMT+0700,1664.375,1687.948,1653.649,1673.628
22.09.2022 04:00:00.000 GMT+0700,1673.038,1684.788,1655.536,1670.958
23.09.2022 04:00:00.000 GMT+0700,1671.218,1675.838,1639.617,1643.598
24.09.2022 04:00:00.000 GMT+0700,1643.598,1643.598,1643.598,1643.598
25.09.2022 04:00:00.000 GMT+0700,1643.598,1643.598,1643.598,1643.598
26.09.2022 04:00:00.000 GMT+0700,1643.458,1649.648,1621.033,1622.178
27.09.2022 04:00:00.000 GMT+0700,1621.148,1642.335,1621.148,1628.738
28.09.2022 04:00:00.000 GMT+0700,1628.478,1662.645,1614.71,1659.658
29.09.2022 04:00:00.000 GMT+0700,1659.658,1664.746,1641.408,1660.308
30.09.2022 04:00:00.000 GMT+0700,1661.048,1675.265,1659.158,1659.978
01.10.2022 04:00:00.000 GMT+0700,1659.978,1659.978,1659.978,1659.978
02.10.2022 04:00:00.000 GMT+0700,1659.978,1659.978,1659.978,1659.978
03.10.2022 04:00:00.000 GMT+0700,1662.198,1701.385,1659.595,1699.608
04.10.2022 04:00:00.000 GMT+0700,1699.258,1729.435,1695.068,1725.988
05.10.2022 04:00:00.000 GMT+0700,1725.398,1727.664,1700.458,1716.128
06.10.2022 04:00:00.000 GMT+0700,1715.988,1725.434,1706.812,1712.428
07.10.2022 04:00:00.000 GMT+0700,1712.348,1714.724,1690.504,1694.458
08.10.2022 04:00:00.000 GMT+0700,1694.458,1694.458,1694.458,1694.458
09.10.2022 04:00:00.000 GMT+0700,1694.458,1694.458,1694.458,1694.458
10.10.2022 04:00:00.000 GMT+0700,1695.464,1699.714,1665.478,1668.448
11.10.2022 04:00:00.000 GMT+0700,1668.268,1683.84,1660.91,1666.078
12.10.2022 04:00:00.000 GMT+0700,1665.798,1678.215,1661.265,1672.978
13.10.2022 04:00:00.000 GMT+0700,1673.018,1682.336,1642.288,1666.208
14.10.2022 04:00:00.000 GMT+0700,1665.328,1671.655,1640.095,1643.618
15.10.2022 04:00:00.000 GMT+0700,1643.618,1643.618,1643.618,1643.618
16.10.2022 04:00:00.000 GMT+0700,1643.618,1643.618,1643.618,1643.618
17.10.2022 04:00:00.000 GMT+0700,1644.068,1668.268,1643.022,1649.858
18.10.2022 04:00:00.000 GMT+0700,1649.858,1660.707,1646.508,1651.698
19.10.2022 04:00:00.000 GMT+0700,1651.467,1654.318,1627.487,1628.798
20.10.2022 04:00:00.000 GMT+0700,1629.468,1645.438,1622.257,1627.398
21.10.2022 04:00:00.000 GMT+0700,1627.407,1657.798,1617.067,1657.298
22.10.2022 04:00:00.000 GMT+0700,1657.298,1657.298,1657.298,1657.298
23.10.2022 04:00:00.000 GMT+0700,1657.298,1657.298,1657.298,1657.298
24.10.2022 04:00:00.000 GMT+0700,1657.608,1670.748,1643.747,1648.998
25.10.2022 04:00:00.000 GMT+0700,1649.547,1662.187,1638.098,1652.715
26.10.2022 04:00:00.000 GMT+0700,1652.577,1674.678,1649.558,1664.398
27.10.2022 04:00:00.000 GMT+0700,1663.717,1670.648,1654.668,1662.998
28.10.2022 04:00:00.000 GMT+0700,1661.957,1666.858,1637.898,1644.498
29.10.2022 04:00:00.000 GMT+0700,1644.498,1644.498,1644.498,1644.498
30.10.2022 04:00:00.000 GMT+0700,1644.498,1644.498,1644.498,1644.498
31.10.2022 04:00:00.000 GMT+0700,1643.398,1645.488,1631.578,1632.898
01.11.2022 04:00:00.000 GMT+0700,1632.407,1656.878,1630.477,1647.398
02.11.2022 04:00:00.000 GMT+0700,1647.758,1669.257,1634.747,1635.098
03.11.2022 04:00:00.000 GMT+0700,1635.248,1640.858,1616.477,1629.298
04.11.2022 04:00:00.000 GMT+0700,1628.547,1681.718,1628.398,1681.148
05.11.2022 04:00:00.000 GMT+0700,1681.148,1681.148,1681.148,1681.148
06.11.2022 04:00:00.000 GMT+0700,1681.148,1681.148,1681.148,1681.148
07.11.2022 05:00:00.000 GMT+0700,1674.327,1681.758,1666.707,1675.098
08.11.2022 05:00:00.000 GMT+0700,1674.297,1716.738,1664.557,1711.598
09.11.2022 05:00:00.000 GMT+0700,1710.907,1722.168,1702.048,1706.548
10.11.2022 05:00:00.000 GMT+0700,1706.547,1756.998,1703.648,1755.198
11.11.2022 05:00:00.000 GMT+0700,1754.067,1772.448,1747.108,1771.198
12.11.2022 05:00:00.000 GMT+0700,1771.198,1771.198,1771.198,1771.198
13.11.2022 05:00:00.000 GMT+0700,1771.198,1771.198,1771.198,1771.198
14.11.2022 05:00:00.000 GMT+0700,1765.917,1774.938,1753.098,1770.998
15.11.2022 05:00:00.000 GMT+0700,1770.017,1786.367,1766.948,1778.298
16.11.2022 05:00:00.000 GMT+0700,1777.427,1784.928,1770.167,1773.198
17.11.2022 05:00:00.000 GMT+0700,1773.647,1774.668,1754.268,1760.098
18.11.2022 05:00:00.000 GMT+0700,1760.138,1767.578,1747.317,1750.398
19.11.2022 05:00:00.000 GMT+0700,1750.398,1750.398,1750.398,1750.398
20.11.2022 05:00:00.000 GMT+0700,1750.398,1750.398,1750.398,1750.398
21.11.2022 05:00:00.000 GMT+0700,1749.817,1752.807,1732.338,1737.548
22.11.2022 05:00:00.000 GMT+0700,1737.888,1749.598,1736.867,1739.798
23.11.2022 05:00:00.000 GMT+0700,1739.357,1753.177,1728.137,1749.225
24.11.2022 05:00:00.000 GMT+0700,1749.327,1758.468,1748.598,1754.968
25.11.2022 05:00:00.000 GMT+0700,1754.798,1760.958,1745.848,1754.417
26.11.2022 05:00:00.000 GMT+0700,1754.417,1754.417,1754.417,1754.417
27.11.2022 05:00:00.000 GMT+0700,1754.417,1754.417,1754.417,1754.417
28.11.2022 05:00:00.000 GMT+0700,1755.787,1763.618,1739.458,1741.148
29.11.2022 05:00:00.000 GMT+0700,1740.128,1758.898,1739.348,1749.198
30.11.2022 05:00:00.000 GMT+0700,1749.407,1769.898,1744.717,1768.098
01.12.2022 05:00:00.000 GMT+0700,1768.618,1803.998,1767.757,1802.948
02.12.2022 05:00:00.000 GMT+0700,1802.197,1804.298,1778.418,1797.248
03.12.2022 05:00:00.000 GMT+0700,1797.248,1797.248,1797.248,1797.248
04.12.2022 05:00:00.000 GMT+0700,1797.248,1797.248,1797.248,1797.248
05.12.2022 05:00:00.000 GMT+0700,1795.937,1809.758,1766,1767.898
06.12.2022 05:00:00.000 GMT+0700,1767.947,1780.728,1767.118,1770.798
07.12.2022 05:00:00.000 GMT+0700,1770.397,1790.357,1768.588,1785.848
08.12.2022 05:00:00.000 GMT+0700,1786.718,1794.728,1781.268,1788.598
09.12.2022 05:00:00.000 GMT+0700,1788.627,1805.998,1788.298,1795.397
10.12.2022 05:00:00.000 GMT+0700,1795.397,1795.397,1795.397,1795.397
11.12.2022 05:00:00.000 GMT+0700,1795.397,1795.397,1795.397,1795.397
12.12.2022 05:00:00.000 GMT+0700,1795.687,1797.067,1777.417,1780.515
13.12.2022 05:00:00.000 GMT+0700,1780.377,1824.358,1780.198,1810.098
14.12.2022 05:00:00.000 GMT+0700,1809.797,1814.035,1795.008,1806.225
15.12.2022 05:00:00.000 GMT+0700,1806.597,1808.545,1773.608,1776.525
16.12.2022 05:00:00.000 GMT+0700,1776.347,1794.198,1774.205,1792.598
17.12.2022 05:00:00.000 GMT+0700,1792.598,1792.598,1792.598,1792.598
18.12.2022 05:00:00.000 GMT+0700,1792.598,1792.598,1792.598,1792.598
19.12.2022 05:00:00.000 GMT+0700,1792.257,1798.637,1783.785,1787.298
20.12.2022 05:00:00.000 GMT+0700,1786.917,1821.035,1784.505,1816.675
21.12.2022 05:00:00.000 GMT+0700,1817.897,1823.685,1811.705,1813.998
22.12.2022 05:00:00.000 GMT+0700,1813.477,1820.325,1784.627,1791.798
23.12.2022 05:00:00.000 GMT+0700,1792.428,1803.095,1791.065,1798.198
24.12.2022 05:00:00.000 GMT+0700,1798.198,1798.198,1798.198,1798.198
25.12.2022 05:00:00.000 GMT+0700,1798.198,1798.198,1798.198,1798.198
26.12.2022 05:00:00.000 GMT+0700,1798.198,1798.198,1798.198,1798.198
27.12.2022 05:00:00.000 GMT+0700,1800.047,1833.215,1799.687,1812.878
28.12.2022 05:00:00.000 GMT+0700,1813.037,1814.415,1796.905,1803.498
29.12.2022 05:00:00.000 GMT+0700,1803.497,1820.015,1803.497,1814.545
30.12.2022 05:00:00.000 GMT+0700,1814.047,1825.877,1813.175,1823.463
31.12.2022 05:00:00.000 GMT+0700,1823.463,1823.463,1823.463,1823.463
01.01.2023 05:00:00.000 GMT+0700,1823.463,1823.463,1823.463,1823.463
02.01.2023 05:00:00.000 GMT+0700,1823.463,1823.463,1823.463,1823.463
03.01.2023 05:00:00.000 GMT+0700,1826.837,1849.865,1823.287,1839.048
04.01.2023 05:00:00.000 GMT+0700,1838.797,1865.035,1836.048,1853.798
05.01.2023 05:00:00.000 GMT+0700,1854.147,1858.875,1824.995,1832.648
06.01.2023 05:00:00.000 GMT+0700,1830.042,1869.765,1830.032,1865.598
07.01.2023 05:00:00.000 GMT+0700,1865.598,1865.598,1865.598,1865.598
08.01.2023 05:00:00.000 GMT+0700,1865.598,1865.598,1865.598,1865.598
09.01.2023 05:00:00.000 GMT+0700,1867.537,1881.445,1864.477,1870.925
10.01.2023 05:00:00.000 GMT+0700,1870.507,1880.635,1867.745,1876.298
11.01.2023 05:00:00.000 GMT+0700,1876.697,1886.548,1867.015,1874.898
12.01.2023 05:00:00.000 GMT+0700,1874.997,1901.475,1872.76,1896.298
13.01.2023 05:00:00.000 GMT+0700,1895.297,1921.798,1892.205,1919.398
14.01.2023 05:00:00.000 GMT+0700,1919.398,1919.398,1919.398,1919.398
15.01.2023 05:00:00.000 GMT+0700,1919.398,1919.398,1919.398,1919.398
16.01.2023 05:00:00.000 GMT+0700,1920.337,1928.885,1910.665,1913.705
17.01.2023 05:00:00.000 GMT+0700,1914.837,1918.925,1903.675,1908.195
18.01.2023 05:00:00.000 GMT+0700,1907.577,1925.798,1896.495,1903.298
19.01.2023 05:00:00.000 GMT+0700,1904.747,1935.045,1900.855,1931.205
20.01.2023 05:00:00.000 GMT+0700,1931.737,1937.435,1920.508,1925.298
21.01.2023 05:00:00.000 GMT+0700,1925.298,1925.298,1925.298,1925.298
22.01.2023 05:00:00.000 GMT+0700,1925.298,1925.298,1925.298,1925.298
23.01.2023 05:00:00.000 GMT+0700,1926.128,1935.445,1911.248,1930.848
24.01.2023 05:00:00.000 GMT+0700,1930.597,1942.348,1917.065,1936.698
25.01.2023 05:00:00.000 GMT+0700,1937.397,1947.945,1919.697,1945.695
26.01.2023 05:00:00.000 GMT+0700,1946.697,1949.085,1918.627,1928.585
27.01.2023 05:00:00.000 GMT+0700,1928.397,1934.918,1916.525,1927.598
28.01.2023 05:00:00.000 GMT+0700,1927.598,1927.598,1927.598,1927.598
