Local time,Open,High,Low,Close
03.04.2021 04:00:00.000 GMT+0700,1728.805,1728.805,1728.805,1728.805
04.04.2021 04:00:00.000 GMT+0700,1728.805,1728.805,1728.805,1728.805
05.04.2021 04:00:00.000 GMT+0700,1727.929,1733.448,1721.148,1727.798
06.04.2021 04:00:00.000 GMT+0700,1727.929,1745.318,1727.058,1742.698
07.04.2021 04:00:00.000 GMT+0700,1742.529,1744.198,1730.518,1737.368
08.04.2021 04:00:00.000 GMT+0700,1736.888,1758.565,1733.058,1755.438
09.04.2021 04:00:00.000 GMT+0700,1755.235,1757.238,1731.168,1743.028
10.04.2021 04:00:00.000 GMT+0700,1743.028,1743.028,1743.028,1743.028
11.04.2021 04:00:00.000 GMT+0700,1743.028,1743.028,1743.028,1743.028
12.04.2021 04:00:00.000 GMT+0700,1743.378,1744.938,1727.318,1732.408
13.04.2021 04:00:00.000 GMT+0700,1732.248,1748.928,1723.578,1745.118
14.04.2021 04:00:00.000 GMT+0700,1745.129,1749.218,1732.505,1736.088
15.04.2021 04:00:00.000 GMT+0700,1736.013,1769.525,1734.248,1763.598
16.04.2021 04:00:00.000 GMT+0700,1762.838,1783.748,1759.618,1775.748
17.04.2021 04:00:00.000 GMT+0700,1775.748,1775.748,1775.748,1775.748
18.04.2021 04:00:00.000 GMT+0700,1775.748,1775.748,1775.748,1775.748
19.04.2021 04:00:00.000 GMT+0700,1776.998,1789.968,1766.628,1771.018
20.04.2021 04:00:00.000 GMT+0700,1770.427,1780.328,1763.505,1778.378
21.04.2021 04:00:00.000 GMT+0700,1778.418,1797.528,1776.168,1793.018
22.04.2021 04:00:00.000 GMT+0700,1793.227,1797.748,1777.328,1783.795
23.04.2021 04:00:00.000 GMT+0700,1783.158,1795.858,1769.865,1776.818
24.04.2021 04:00:00.000 GMT+0700,1776.818,1776.818,1776.818,1776.818
25.04.2021 04:00:00.000 GMT+0700,1776.818,1776.818,1776.818,1776.818
26.04.2021 04:00:00.000 GMT+0700,1775.852,1783.408,1768.617,1780.788
27.04.2021 04:00:00.000 GMT+0700,1780.688,1785.458,1773.615,1776.235
28.04.2021 04:00:00.000 GMT+0700,1776.268,1782.425,1762.498,1780.968
29.04.2021 04:00:00.000 GMT+0700,1781.068,1789.875,1756.028,1771.608
30.04.2021 04:00:00.000 GMT+0700,1771.878,1773.588,1764.108,1768.428
01.05.2021 04:00:00.000 GMT+0700,1768.428,1768.428,1768.428,1768.428
02.05.2021 04:00:00.000 GMT+0700,1768.428,1768.428,1768.428,1768.428
03.05.2021 04:00:00.000 GMT+0700,1768.87,1797.798,1765.945,1792.388
04.05.2021 04:00:00.000 GMT+0700,1792.588,1798.878,1770.638,1778.595
05.05.2021 04:00:00.000 GMT+0700,1778.708,1787.848,1770.228,1786.178
06.05.2021 04:00:00.000 GMT+0700,1786.468,1817.948,1781.878,1814.448
07.05.2021 04:00:00.000 GMT+0700,1814.558,1843.175,1812.748,1830.618
08.05.2021 04:00:00.000 GMT+0700,1830.618,1830.618,1830.618,1830.618
09.05.2021 04:00:00.000 GMT+0700,1830.618,1830.618,1830.618,1830.618
10.05.2021 04:00:00.000 GMT+0700,1833.43,1845.296,1830,1835.618
11.05.2021 04:00:00.000 GMT+0700,1835.216,1841.718,1817.875,1836.898
12.05.2021 04:00:00.000 GMT+0700,1836.633,1843.598,1813.145,1815.198
13.05.2021 04:00:00.000 GMT+0700,1817.038,1828.678,1808.656,1825.898
14.05.2021 04:00:00.000 GMT+0700,1826.348,1845.85,1819.566,1842.688
15.05.2021 04:00:00.000 GMT+0700,1842.688,1842.688,1842.688,1842.688
16.05.2021 04:00:00.000 GMT+0700,1842.688,1842.688,1842.688,1842.688
17.05.2021 04:00:00.000 GMT+0700,1844.528,1868.388,1840.498,1866.228
18.05.2021 04:00:00.000 GMT+0700,1866.238,1874.848,1863.105,1868.688
19.05.2021 04:00:00.000 GMT+0700,1869.088,1890.022,1852.095,1869.328
20.05.2021 04:00:00.000 GMT+0700,1868.598,1883.758,1863.735,1876.568
21.05.2021 04:00:00.000 GMT+0700,1877.258,1889.228,1869.998,1880.898
22.05.2021 04:00:00.000 GMT+0700,1880.898,1880.898,1880.898,1880.898
23.05.2021 04:00:00.000 GMT+0700,1880.898,1880.898,1880.898,1880.898
24.05.2021 04:00:00.000 GMT+0700,1882.123,1886.878,1875.058,1880.688
25.05.2021 04:00:00.000 GMT+0700,1880,1900.118,1872.614,1898.595
26.05.2021 04:00:00.000 GMT+0700,1898.858,1912.648,1890.588,1896.368
27.05.2021 04:00:00.000 GMT+0700,1896.508,1903.478,1888.188,1896.058
28.05.2021 04:00:00.000 GMT+0700,1896.038,1905.798,1882.135,1902.648
29.05.2021 04:00:00.000 GMT+0700,1902.648,1902.648,1902.648,1902.648
30.05.2021 04:00:00.000 GMT+0700,1902.648,1902.648,1902.648,1902.648
31.05.2021 04:00:00.000 GMT+0700,1903.338,1910.545,1902.005,1906.518
01.06.2021 04:00:00.000 GMT+0700,1907.388,1916.485,1892.265,1899.985
02.06.2021 04:00:00.000 GMT+0700,1899.628,1908.968,1894.228,1908.048
03.06.2021 04:00:00.000 GMT+0700,1907.633,1909.498,1865.185,1870.488
04.06.2021 04:00:00.000 GMT+0700,1870.008,1896.098,1855.315,1890.708
05.06.2021 04:00:00.000 GMT+0700,1890.708,1890.708,1890.708,1890.708
06.06.2021 04:00:00.000 GMT+0700,1890.708,1890.708,1890.708,1890.708
07.06.2021 04:00:00.000 GMT+0700,1891.398,1900.018,1881.415,1898.828
08.06.2021 04:00:00.000 GMT+0700,1897.968,1903.688,1883.618,1892.548
09.06.2021 04:00:00.000 GMT+0700,1892.138,1898.918,1887.238,1888.178
10.06.2021 04:00:00.000 GMT+0700,1887.668,1899.758,1869.668,1898.038
11.06.2021 04:00:00.000 GMT+0700,1897.778,1902.948,1874.378,1877.048
12.06.2021 04:00:00.000 GMT+0700,1877.048,1877.048,1877.048,1877.048
13.06.2021 04:00:00.000 GMT+0700,1877.048,1877.048,1877.048,1877.048
14.06.2021 04:00:00.000 GMT+0700,1876.758,1877.888,1844.478,1865.898
15.06.2021 04:00:00.000 GMT+0700,1865.528,1869.068,1851.478,1858.718
16.06.2021 04:00:00.000 GMT+0700,1857.978,1862.928,1803.268,1811.488
17.06.2021 04:00:00.000 GMT+0700,1810.848,1825.228,1767.128,1773.138
18.06.2021 04:00:00.000 GMT+0700,1772.427,1797.062,1760.767,1763.198
19.06.2021 04:00:00.000 GMT+0700,1763.198,1763.198,1763.198,1763.198
20.06.2021 04:00:00.000 GMT+0700,1763.198,1763.198,1763.198,1763.198
21.06.2021 04:00:00.000 GMT+0700,1763.938,1786.388,1763.838,1782.748
22.06.2021 04:00:00.000 GMT+0700,1781.922,1789.995,1772.228,1778.318
23.06.2021 04:00:00.000 GMT+0700,1778.168,1794.838,1773.208,1778.698
24.06.2021 04:00:00.000 GMT+0700,1778.308,1787.848,1772.778,1775.168
25.06.2021 04:00:00.000 GMT+0700,1774.768,1790.268,1773.588,1780.938
26.06.2021 04:00:00.000 GMT+0700,1780.938,1780.938,1780.938,1780.938
27.06.2021 04:00:00.000 GMT+0700,1780.938,1780.938,1780.938,1780.938
28.06.2021 04:00:00.000 GMT+0700,1781.227,1785.718,1770.518,1777.908
29.06.2021 04:00:00.000 GMT+0700,1777.628,1778.818,1750.488,1760.868
30.06.2021 04:00:00.000 GMT+0700,1760.878,1774.278,1753.228,1769.638
01.07.2021 04:00:00.000 GMT+0700,1769.538,1782.678,1765.528,1776.258
02.07.2021 04:00:00.000 GMT+0700,1775.338,1794.928,1774.108,1786.978
03.07.2021 04:00:00.000 GMT+0700,1786.978,1786.978,1786.978,1786.978
04.07.2021 04:00:00.000 GMT+0700,1786.978,1786.978,1786.978,1786.978
05.07.2021 04:00:00.000 GMT+0700,1786.527,1795.128,1784.338,1791.552
06.07.2021 04:00:00.000 GMT+0700,1791.368,1814.918,1789.938,1796.538
07.07.2021 04:00:00.000 GMT+0700,1796.026,1809.648,1793.746,1803.068
08.07.2021 04:00:00.000 GMT+0700,1803.298,1818.288,1794.177,1802.378
09.07.2021 04:00:00.000 GMT+0700,1801.938,1812.298,1796.558,1807.838
10.07.2021 04:00:00.000 GMT+0700,1807.838,1807.838,1807.838,1807.838
11.07.2021 04:00:00.000 GMT+0700,1807.838,1807.838,1807.838,1807.838
12.07.2021 04:00:00.000 GMT+0700,1807.568,1810.708,1791.375,1805.578
13.07.2021 04:00:00.000 GMT+0700,1805.738,1817.061,1798.508,1807.398
14.07.2021 04:00:00.000 GMT+0700,1807.117,1829.678,1804.448,1826.868
15.07.2021 04:00:00.000 GMT+0700,1826.878,1833.976,1820.13,1828.868
16.07.2021 04:00:00.000 GMT+0700,1828.638,1831.948,1808.868,1811.548
17.07.2021 04:00:00.000 GMT+0700,1811.548,1811.548,1811.548,1811.548
18.07.2021 04:00:00.000 GMT+0700,1811.548,1811.548,1811.548,1811.548
19.07.2021 04:00:00.000 GMT+0700,1810.891,1817.178,1794.865,1811.908
20.07.2021 04:00:00.000 GMT+0700,1811.966,1824.898,1804.948,1809.878
21.07.2021 04:00:00.000 GMT+0700,1809.458,1813.658,1794.608,1803.078
22.07.2021 04:00:00.000 GMT+0700,1802.488,1807.958,1792.648,1806.498
23.07.2021 04:00:00.000 GMT+0700,1806.188,1810.218,1789.407,1801.698
24.07.2021 04:00:00.000 GMT+0700,1801.698,1801.698,1801.698,1801.698
25.07.2021 04:00:00.000 GMT+0700,1801.698,1801.698,1801.698,1801.698
26.07.2021 04:00:00.000 GMT+0700,1801.992,1811.398,1796.295,1797.168
27.07.2021 04:00:00.000 GMT+0700,1797.048,1805.118,1793.488,1798.638
28.07.2021 04:00:00.000 GMT+0700,1799.177,1809.718,1792.418,1806.238
29.07.2021 04:00:00.000 GMT+0700,1806.926,1832.59,1806.687,1827.738
30.07.2021 04:00:00.000 GMT+0700,1827.168,1831.248,1810.138,1813.398
31.07.2021 04:00:00.000 GMT+0700,1813.398,1813.398,1813.398,1813.398
01.08.2021 04:00:00.000 GMT+0700,1813.398,1813.398,1813.398,1813.398
02.08.2021 04:00:00.000 GMT+0700,1813.321,1819.418,1805.638,1813.188
03.08.2021 04:00:00.000 GMT+0700,1812.938,1814.908,1807.018,1810.308
04.08.2021 04:00:00.000 GMT+0700,1809.846,1831.605,1806.325,1811.478
05.08.2021 04:00:00.000 GMT+0700,1810.996,1814.748,1797.708,1804.108
06.08.2021 04:00:00.000 GMT+0700,1803.866,1804.698,1758.578,1762.568
07.08.2021 04:00:00.000 GMT+0700,1762.568,1762.568,1762.568,1762.568
08.08.2021 04:00:00.000 GMT+0700,1762.568,1762.568,1762.568,1762.568
09.08.2021 04:00:00.000 GMT+0700,1762.888,1764.448,1670.488,1729.528
10.08.2021 04:00:00.000 GMT+0700,1729.228,1738.158,1717.598,1728.648
11.08.2021 04:00:00.000 GMT+0700,1728.398,1754.288,1723.988,1751.358
12.08.2021 04:00:00.000 GMT+0700,1750.328,1758.038,1741.478,1752.438
13.08.2021 04:00:00.000 GMT+0700,1751.918,1779.848,1751.568,1779.218
14.08.2021 04:00:00.000 GMT+0700,1779.218,1779.218,1779.218,1779.218
15.08.2021 04:00:00.000 GMT+0700,1779.218,1779.218,1779.218,1779.218
16.08.2021 04:00:00.000 GMT+0700,1778.127,1789.198,1770.699,1786.998
17.08.2021 04:00:00.000 GMT+0700,1787.028,1795.437,1780.448,1785.758
18.08.2021 04:00:00.000 GMT+0700,1785.638,1793.638,1777.208,1787.208
19.08.2021 04:00:00.000 GMT+0700,1786.828,1792.368,1774.358,1779.918
20.08.2021 04:00:00.000 GMT+0700,1778.918,1788.281,1778.268,1780.458
21.08.2021 04:00:00.000 GMT+0700,1780.458,1780.458,1780.458,1780.458
22.08.2021 04:00:00.000 GMT+0700,1780.458,1780.458,1780.458,1780.458
23.08.2021 04:00:00.000 GMT+0700,1779.598,1806.378,1776.388,1804.888
24.08.2021 04:00:00.000 GMT+0700,1804.908,1809.465,1800.648,1802.428
25.08.2021 04:00:00.000 GMT+0700,1801.888,1802.968,1782.448,1790.508
26.08.2021 04:00:00.000 GMT+0700,1790.138,1798.095,1779.928,1791.968
27.08.2021 04:00:00.000 GMT+0700,1791.758,1819.225,1783.798,1816.158
28.08.2021 04:00:00.000 GMT+0700,1816.158,1816.158,1816.158,1816.158
29.08.2021 04:00:00.000 GMT+0700,1816.158,1816.158,1816.158,1816.158
30.08.2021 04:00:00.000 GMT+0700,1818.332,1823.079,1807.618,1809.848
31.08.2021 04:00:00.000 GMT+0700,1809.728,1819.075,1801.598,1813.028
01.09.2021 04:00:00.000 GMT+0700,1812.968,1819.905,1808.575,1813.528
02.09.2021 04:00:00.000 GMT+0700,1812.838,1817.004,1804.885,1809.458
03.09.2021 04:00:00.000 GMT+0700,1809.012,1833.908,1808.769,1827.288
04.09.2021 04:00:00.000 GMT+0700,1827.288,1827.288,1827.288,1827.288
05.09.2021 04:00:00.000 GMT+0700,1827.288,1827.288,1827.288,1827.288
06.09.2021 04:00:00.000 GMT+0700,1829.972,1830.098,1821.335,1823.005
07.09.2021 04:00:00.000 GMT+0700,1822.628,1827.128,1792.298,1793.978
08.09.2021 04:00:00.000 GMT+0700,1793.928,1802.074,1782.254,1788.888
09.09.2021 04:00:00.000 GMT+0700,1788.618,1800.877,1783.717,1794.088
10.09.2021 04:00:00.000 GMT+0700,1793.808,1803.754,1786.978,1787.048
11.09.2021 04:00:00.000 GMT+0700,1787.048,1787.048,1787.048,1787.048
12.09.2021 04:00:00.000 GMT+0700,1787.048,1787.048,1787.048,1787.048
13.09.2021 04:00:00.000 GMT+0700,1788.354,1798.264,1783.568,1793.358
14.09.2021 04:00:00.000 GMT+0700,1792.918,1808.558,1780.285,1803.948
15.09.2021 04:00:00.000 GMT+0700,1803.814,1806.798,1790.658,1793.598
16.09.2021 04:00:00.000 GMT+0700,1793.018,1796.074,1745.218,1753.298
17.09.2021 04:00:00.000 GMT+0700,1753.248,1767.417,1747.258,1753.488
18.09.2021 04:00:00.000 GMT+0700,1753.488,1753.488,1753.488,1753.488
19.09.2021 04:00:00.000 GMT+0700,1753.488,1753.488,1753.488,1753.488
20.09.2021 04:00:00.000 GMT+0700,1753.962,1767.048,1741.978,1763.668
21.09.2021 04:00:00.000 GMT+0700,1763.694,1781.658,1757.838,1774.018
22.09.2021 04:00:00.000 GMT+0700,1773.758,1787.188,1764.498,1767.588
23.09.2021 04:00:00.000 GMT+0700,1767.468,1776.459,1737.768,1742.128
24.09.2021 04:00:00.000 GMT+0700,1742.574,1757.557,1740.338,1749.878
25.09.2021 04:00:00.000 GMT+0700,1749.878,1749.878,1749.878,1749.878
26.09.2021 04:00:00.000 GMT+0700,1749.878,1749.878,1749.878,1749.878
27.09.2021 04:00:00.000 GMT+0700,1751.498,1760.738,1744.764,1749.728
28.09.2021 04:00:00.000 GMT+0700,1749.258,1754.344,1728.008,1733.588
29.09.2021 04:00:00.000 GMT+0700,1733.378,1745.418,1721.548,1725.938
30.09.2021 04:00:00.000 GMT+0700,1725.848,1764.086,1722.098,1756.348
01.10.2021 04:00:00.000 GMT+0700,1756.566,1764.178,1749.655,1760.098
02.10.2021 04:00:00.000 GMT+0700,1760.098,1760.098,1760.098,1760.098
03.10.2021 04:00:00.000 GMT+0700,1760.098,1760.098,1760.098,1760.098
04.10.2021 04:00:00.000 GMT+0700,1762.078,1770.475,1747.608,1769.208
05.10.2021 04:00:00.000 GMT+0700,1768.958,1769.958,1748.488,1759.738
06.10.2021 04:00:00.000 GMT+0700,1759.378,1765.015,1745.77,1762.418
07.10.2021 04:00:00.000 GMT+0700,1762.328,1766.848,1751.838,1755.528
08.10.2021 04:00:00.000 GMT+0700,1755.258,1781.228,1753.238,1756.608
09.10.2021 04:00:00.000 GMT+0700,1756.608,1756.608,1756.608,1756.608
10.10.2021 04:00:00.000 GMT+0700,1756.608,1756.608,1756.608,1756.608
11.10.2021 04:00:00.000 GMT+0700,1757.145,1760.878,1750.068,1753.778
12.10.2021 04:00:00.000 GMT+0700,1753.338,1769.238,1750.658,1759.728
13.10.2021 04:00:00.000 GMT+0700,1759.418,1796.064,1757.829,1792.438
14.10.2021 04:00:00.000 GMT+0700,1792.424,1800.458,1786.598,1795.498
15.10.2021 04:00:00.000 GMT+0700,1795.198,1796.378,1764.748,1766.658
16.10.2021 04:00:00.000 GMT+0700,1766.658,1766.658,1766.658,1766.658
17.10.2021 04:00:00.000 GMT+0700,1766.658,1766.658,1766.658,1766.658
18.10.2021 04:00:00.000 GMT+0700,1766.573,1772.008,1760.184,1764.558
19.10.2021 04:00:00.000 GMT+0700,1764.308,1785.038,1762.854,1768.898
20.10.2021 04:00:00.000 GMT+0700,1769.568,1788.368,1766.744,1781.768
21.10.2021 04:00:00.000 GMT+0700,1781.218,1789.368,1776.374,1782.318
22.10.2021 04:00:00.000 GMT+0700,1782.248,1813.748,1782.248,1791.628
23.10.2021 04:00:00.000 GMT+0700,1791.628,1791.628,1791.628,1791.628
24.10.2021 04:00:00.000 GMT+0700,1791.628,1791.628,1791.628,1791.628
25.10.2021 04:00:00.000 GMT+0700,1792.473,1809.974,1792.164,1807.388
26.10.2021 04:00:00.000 GMT+0700,1806.868,1808.218,1782.288,1792.278
27.10.2021 04:00:00.000 GMT+0700,1792.428,1798.978,1783.374,1796.178
28.10.2021 04:00:00.000 GMT+0700,1796.968,1810.344,1792.198,1798.308
29.10.2021 04:00:00.000 GMT+0700,1799.074,1801.068,1771.848,1782.988
30.10.2021 04:00:00.000 GMT+0700,1782.988,1782.988,1782.988,1782.988
31.10.2021 04:00:00.000 GMT+0700,1782.988,1782.988,1782.988,1782.988
01.11.2021 04:00:00.000 GMT+0700,1783.028,1795.738,1778.998,1792.998
02.11.2021 04:00:00.000 GMT+0700,1792.973,1796.288,1786.254,1787.508
03.11.2021 04:00:00.000 GMT+0700,1786.918,1788.067,1758.644,1769.528
04.11.2021 04:00:00.000 GMT+0700,1768.788,1798.804,1768.734,1791.838
05.11.2021 04:00:00.000 GMT+0700,1791.198,1818.128,1784.894,1817.588
06.11.2021 04:00:00.000 GMT+0700,1817.588,1817.588,1817.588,1817.588
07.11.2021 04:00:00.000 GMT+0700,1817.588,1817.588,1817.588,1817.588
08.11.2021 05:00:00.000 GMT+0700,1818.383,1826.403,1812.313,1823.508
09.11.2021 05:00:00.000 GMT+0700,1823.186,1832.633,1819.043,1831.408
10.11.2021 05:00:00.000 GMT+0700,1831.378,1868.458,1822.168,1848.898
11.11.2021 05:00:00.000 GMT+0700,1848.488,1865.898,1842.748,1861.568
12.11.2021 05:00:00.000 GMT+0700,1861.058,1868.568,1845.088,1864.448
13.11.2021 05:00:00.000 GMT+0700,1864.448,1864.448,1864.448,1864.448
14.11.2021 05:00:00.000 GMT+0700,1864.448,1864.448,1864.448,1864.448
15.11.2021 05:00:00.000 GMT+0700,1869.364,1870.468,1856.318,1862.388
16.11.2021 05:00:00.000 GMT+0700,1862.208,1877.118,1849.564,1850.458
17.11.2021 05:00:00.000 GMT+0700,1849.868,1867.958,1849.328,1867.138
18.11.2021 05:00:00.000 GMT+0700,1866.448,1870.814,1854.948,1858.448
19.11.2021 05:00:00.000 GMT+0700,1858.038,1865.668,1842.869,1845.175
20.11.2021 05:00:00.000 GMT+0700,1845.175,1845.175,1845.175,1845.175
21.11.2021 05:00:00.000 GMT+0700,1845.175,1845.175,1845.175,1845.175
22.11.2021 05:00:00.000 GMT+0700,1846.534,1848.984,1802.144,1804.068
23.11.2021 05:00:00.000 GMT+0700,1805.644,1812.318,1781.859,1788.708
24.11.2021 05:00:00.000 GMT+0700,1788.568,1796.285,1778.398,1788.208
25.11.2021 05:00:00.000 GMT+0700,1789.388,1794.968,1785.928,1788.475
26.11.2021 05:00:00.000 GMT+0700,1790.798,1815.408,1780.358,1792.665
27.11.2021 05:00:00.000 GMT+0700,1792.665,1792.665,1792.665,1792.665
28.11.2021 05:00:00.000 GMT+0700,1792.665,1792.665,1792.665,1792.665
29.11.2021 05:00:00.000 GMT+0700,1790.195,1799.258,1775.563,1784.038
30.11.2021 05:00:00.000 GMT+0700,1783.185,1808.618,1769.758,1773.948
01.12.2021 05:00:00.000 GMT+0700,1775.045,1794.41,1772.049,1781.348
02.12.2021 05:00:00.000 GMT+0700,1781.785,1783.245,1761.815,1768.398
03.12.2021 05:00:00.000 GMT+0700,1768.205,1785.998,1766.02,1782.788
04.12.2021 05:00:00.000 GMT+0700,1782.788,1782.788,1782.788,1782.788
05.12.2021 05:00:00.000 GMT+0700,1782.788,1782.788,1782.788,1782.788
06.12.2021 05:00:00.000 GMT+0700,1784.355,1787.635,1775.587,1778.218
07.12.2021 05:00:00.000 GMT+0700,1778.295,1787.708,1772.168,1783.618
08.12.2021 05:00:00.000 GMT+0700,1783.725,1792.998,1779.478,1782.728
09.12.2021 05:00:00.000 GMT+0700,1782.368,1787.505,1773.138,1774.938
10.12.2021 05:00:00.000 GMT+0700,1774.665,1789.398,1769.968,1782.288
11.12.2021 05:00:00.000 GMT+0700,1782.288,1782.288,1782.288,1782.288
12.12.2021 05:00:00.000 GMT+0700,1782.288,1782.288,1782.288,1782.288
13.12.2021 05:00:00.000 GMT+0700,1783.055,1791.455,1781.698,1786.278
14.12.2021 05:00:00.000 GMT+0700,1786.055,1789.415,1766.358,1770.428
15.12.2021 05:00:00.000 GMT+0700,1771.425,1780.758,1752.928,1776.785
16.12.2021 05:00:00.000 GMT+0700,1776.225,1799.555,1775.418,1798.908
17.12.2021 05:00:00.000 GMT+0700,1798.548,1814.148,1795.758,1797.708
18.12.2021 05:00:00.000 GMT+0700,1797.708,1797.708,1797.708,1797.708
19.12.2021 05:00:00.000 GMT+0700,1797.708,1797.708,1797.708,1797.708
20.12.2021 05:00:00.000 GMT+0700,1799.445,1804.058,1788.188,1790.458
21.12.2021 05:00:00.000 GMT+0700,1789.805,1800.438,1784.838,1788.818
22.12.2021 05:00:00.000 GMT+0700,1788.175,1804.955,1785.795,1803.278
23.12.2021 05:00:00.000 GMT+0700,1803.795,1810.629,1798.778,1808.355
24.12.2021 05:00:00.000 GMT+0700,1808.355,1808.355,1808.355,1808.355
25.12.2021 05:00:00.000 GMT+0700,1808.355,1808.355,1808.355,1808.355
26.12.2021 05:00:00.000 GMT+0700,1808.355,1808.355,1808.355,1808.355
27.12.2021 05:00:00.000 GMT+0700,1808.544,1813.388,1802.855,1811.738
28.12.2021 05:00:00.000 GMT+0700,1811.068,1820.099,1804.918,1805.868
29.12.2021 05:00:00.000 GMT+0700,1805.568,1807.578,1789.348,1804.298
30.12.2021 05:00:00.000 GMT+0700,1804.028,1817.108,1796.058,1814.348
31.12.2021 05:00:00.000 GMT+0700,1814.395,1830.248,1814.118,1829.058
01.01.2022 05:00:00.000 GMT+0700,1829.058,1829.058,1829.058,1829.058
02.01.2022 05:00:00.000 GMT+0700,1829.058,1829.058,1829.058,1829.058
03.01.2022 05:00:00.000 GMT+0700,1828.604,1831.624,1798.189,1801.028
04.01.2022 05:00:00.000 GMT+0700,1800.404,1816.688,1798.388,1814.278
05.01.2022 05:00:00.000 GMT+0700,1813.708,1829.584,1808.168,1810.228
06.01.2022 05:00:00.000 GMT+0700,1810.174,1811.438,1786.288,1790.688
07.01.2022 05:00:00.000 GMT+0700,1790.538,1798.515,1782.495,1795.808
08.01.2022 05:00:00.000 GMT+0700,1795.808,1795.808,1795.808,1795.808
09.01.2022 05:00:00.000 GMT+0700,1795.808,1795.808,1795.808,1795.808
10.01.2022 05:00:00.000 GMT+0700,1793.955,1802.248,1790.235,1801.258
11.01.2022 05:00:00.000 GMT+0700,1801.02,1823.228,1799.952,1821.228
12.01.2022 05:00:00.000 GMT+0700,1820.478,1827.984,1814.578,1825.758
13.01.2022 05:00:00.000 GMT+0700,1825.048,1828.058,1812.228,1822.128
14.01.2022 05:00:00.000 GMT+0700,1822.237,1829.048,1814.578,1817.418
15.01.2022 05:00:00.000 GMT+0700,1817.418,1817.418,1817.418,1817.418
16.01.2022 05:00:00.000 GMT+0700,1817.418,1817.418,1817.418,1817.418
17.01.2022 05:00:00.000 GMT+0700,1817.044,1823.088,1813,1819.008
18.01.2022 05:00:00.000 GMT+0700,1817.904,1822.644,1805.658,1813.378
19.01.2022 05:00:00.000 GMT+0700,1812.518,1843.318,1810.143,1840.108
20.01.2022 05:00:00.000 GMT+0700,1840.164,1847.804,1835.808,1838.788
21.01.2022 05:00:00.000 GMT+0700,1838.498,1843.108,1828.384,1834.328
22.01.2022 05:00:00.000 GMT+0700,1834.328,1834.328,1834.328,1834.328
23.01.2022 05:00:00.000 GMT+0700,1834.328,1834.328,1834.328,1834.328
24.01.2022 05:00:00.000 GMT+0700,1834.524,1844.208,1829.558,1842.538
25.01.2022 05:00:00.000 GMT+0700,1842.668,1853.748,1834.838,1847.458
26.01.2022 05:00:00.000 GMT+0700,1846.924,1849.938,1814.838,1819.218
27.01.2022 05:00:00.000 GMT+0700,1818.988,1822.004,1791.678,1797.058
28.01.2022 05:00:00.000 GMT+0700,1796.238,1799.308,1780.158,1791.028
29.01.2022 05:00:00.000 GMT+0700,1791.028,1791.028,1791.028,1791.028
30.01.2022 05:00:00.000 GMT+0700,1791.028,1791.028,1791.028,1791.028
31.01.2022 05:00:00.000 GMT+0700,1791.928,1799.805,1785.458,1796.668
01.02.2022 05:00:00.000 GMT+0700,1797.325,1808.638,1795.625,1800.888
02.02.2022 05:00:00.000 GMT+0700,1799.818,1810.718,1794.358,1806.348
03.02.2022 05:00:00.000 GMT+0700,1806.368,1808.875,1788.538,1804.588
04.02.2022 05:00:00.000 GMT+0700,1803.808,1814.798,1792.018,1807.558
05.02.2022 05:00:00.000 GMT+0700,1807.558,1807.558,1807.558,1807.558
06.02.2022 05:00:00.000 GMT+0700,1807.558,1807.558,1807.558,1807.558
07.02.2022 05:00:00.000 GMT+0700,1806.719,1823.458,1806.678,1820.258
08.02.2022 05:00:00.000 GMT+0700,1819.938,1828.664,1815.314,1825.785
09.02.2022 05:00:00.000 GMT+0700,1825.294,1835.708,1824.538,1832.888
10.02.2022 05:00:00.000 GMT+0700,1833.164,1841.838,1821.534,1826.538
11.02.2022 05:00:00.000 GMT+0700,1826.424,1865.378,1820.838,1857.898
12.02.2022 05:00:00.000 GMT+0700,1857.898,1857.898,1857.898,1857.898
13.02.2022 05:00:00.000 GMT+0700,1857.898,1857.898,1857.898,1857.898
14.02.2022 05:00:00.000 GMT+0700,1859.233,1874.018,1850.698,1870.908
15.02.2022 05:00:00.000 GMT+0700,1871.079,1879.378,1844.398,1853.428
16.02.2022 05:00:00.000 GMT+0700,1853.154,1872.498,1850.188,1869.498
17.02.2022 05:00:00.000 GMT+0700,1869.848,1901.016,1867.698,1897.928
18.02.2022 05:00:00.000 GMT+0700,1898.118,1902.358,1886.478,1897.768
19.02.2022 05:00:00.000 GMT+0700,1897.768,1897.768,1897.768,1897.768
20.02.2022 05:00:00.000 GMT+0700,1897.768,1897.768,1897.768,1897.768
21.02.2022 05:00:00.000 GMT+0700,1900.818,1908.158,1887.453,1905.013
22.02.2022 05:00:00.000 GMT+0700,1908.748,1914.023,1891.268,1898.158
23.02.2022 05:00:00.000 GMT+0700,1898.348,1910.408,1889.548,1908.658
24.02.2022 05:00:00.000 GMT+0700,1909.488,1974.398,1877.938,1903.708
25.02.2022 05:00:00.000 GMT+0700,1903.718,1921.478,1882.828,1888.528
26.02.2022 05:00:00.000 GMT+0700,1888.528,1888.528,1888.528,1888.528
27.02.2022 05:00:00.000 GMT+0700,1888.528,1888.528,1888.528,1888.528
28.02.2022 05:00:00.000 GMT+0700,1919.206,1930.948,1890.768,1908.738
01.03.2022 05:00:00.000 GMT+0700,1908.638,1950.078,1901.268,1945.088
